Укрепление,Результат,Очки,Атакующий,,,,,,Защищающийся,,,
Цитадель (Позиция 5),Поражение,+23,Angel (130-1058420),,,,,,masked ayame (130-1108938),,,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Галахад | Красный +2 | 6 stars | 130 | 195127,1215158,1127560,51266,Альбус | 6894,,Амира | Красный +2 | 6 stars | 130 | 195696,3064145,263163,0,Аксель | 11064
,,,Лирия | Красный +2 | 6 stars | 130 | 169822,986668,1315941,199036,Фенрис | 6894,,Руфус | Красный +2 | 6 stars | 130 | 184420,608036,1496626,1166720,Альбус | 9428
,,,К'арх | Красный +2 | 6 stars | 130 | 198653,851356,458171,74955,Векс | 6894,,Кира | Красный +2 | 6 stars | 130 | 166527,485013,605031,111109,
,,,Ясмин | Красный +2 | 6 stars | 130 | 197673,638005,403685,0,Каин | 6894,,Полярис | Красный +2 | 6 stars | 130 | 185534,216165,651490,0,Хорус | 10378
,,,Астарот | Красный +2 | 6 stars | 130 | 179027,194126,1103459,127764,Аксель | 6894,,Астарот | Красный +2 | 6 stars | 130 | 194818,35457,869003,173638,Бисквит | 11064
,,,Аксель | Фиолетовый +2 | 5 stars | 130 | 118118,0,0,0,,,Аксель | Фиолетовый +3 | 6 stars | 130 | 181943,0,0,0,

Цитадель (Позиция 5),Победа,+12,Angel (130-657526),,,,,,masked ayame (130-1108938),,,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Кира | Красный +1 | 6 stars | 130 | 122152,638367,268156,36200,Альбус | 6894,,Амира | Красный +2 | 6 stars | 130 | 195696,1234526,316032,0,Аксель | 11064
,,,Черепашки-ниндзя | Красный | 4 stars | 130 | 135530,388549,132549,64820,Фенрис | 6894,,Руфус | Красный +2 | 6 stars | 130 | 184420,138628,846308,9493,Альбус | 9428
,,,Руфус | Фиолетовый +3 | 6 stars | 130 | 64727,179101,442549,196798,Оливер | 6894,,Астарот | Красный +2 | 6 stars | 130 | 194818,30576,203192,177044,Бисквит | 11064
,,,Тея | Красный | 6 stars | 130 | 121899,56824,312229,185148,Аксель | 6894,,Полярис | Красный +2 | 6 stars | 130 | 185534,0,0,0,Хорус | 10378
,,,Лара Крофт | Красный +1 | 4 stars | 130 | 95100,28601,248247,0,Векс | 6894,,Кира | Красный +2 | 6 stars | 130 | 166527,0,0,0,
,,,Хорус | Фиолетовый +2 | 5 stars | 130 | 118118,74090,0,0,,,Аксель | Фиолетовый +3 | 6 stars | 130 | 181943,0,0,0,

Цитадель (Позиция 2),Победа,+35,Бальдр (130-1110636),,,,,,Team 4919185 (130-1189785),,,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Данте | Красный +2 | 6 stars | 130 | 186220,3370865,73959,93284,Фенрис | 6894,,К'арх | Красный +2 | 6 stars | 130 | 206257,1302837,770135,98023,Фенрис | 11064
,,,Лирия | Красный +2 | 6 stars | 130 | 171509,1243165,1066096,122029,Оливер | 6894,,Джу | Красный +2 | 6 stars | 130 | 202247,473292,1560868,74416,Векс | 11064
,,,Себастьян | Красный +2 | 6 stars | 130 | 199936,1086783,519440,93576,Альбус | 11064,,Арахна | Красный +2 | 6 stars | 130 | 199460,257302,987700,114262,Мара | 11064
,,,Небула | Красный +2 | 6 stars | 130 | 186868,262963,42756,150884,Каин | 8782,,Астарот | Красный +2 | 6 stars | 130 | 200873,10817,1442881,166661,Оливер | 11064
,,,Марта | Красный +2 | 6 stars | 130 | 184160,37824,244349,1138958,Аксель | 11064,,Марта | Красный +2 | 6 stars | 130 | 199005,7295,1344959,1879840,Аксель | 11064
,,,Аксель | Фиолетовый +3 | 6 stars | 130 | 181943,0,0,0,,,Аксель | Фиолетовый +3 | 6 stars | 130 | 181943,0,0,0,

Врата Природы (Позиция 3),Поражение,+27,Бальдр (130-1120046),,,,,,monologue (130-1190327),Снижение входящего урона (26%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,,,,Нанесённый урон,Полученный урон,Исцеление,
,,,Араджи | 6 stars | 130 | 223814,6369329,7440332,0,,,Солярис | 6 stars | 130 | 302276,16921469,11521870,1262249,
,,,Молох | 6 stars | 130 | 240887,5431849,12733814,0,,,Эдем | 6 stars | 130 | 220795,5969293,9190320,0,
,,,Вулкан | 6 stars | 130 | 232098,4095164,6593399,0,,,Ияри | 6 stars | 130 | 242432,3789230,12013480,0,
,,,Игнис | 6 stars | 130 | 216366,3246125,9434553,0,,,Вердок и Фито | 6 stars | 130 | 204020,2980078,8153526,0,
,,,Ашерона и Пиро | 6 stars | 130 | 206881,2406132,9779058,0,,,Ангус | 6 stars | 130 | 220804,946074,20940163,0,
,,,Тотем Духа Огня | 6 stars | 130,48042107,0,780000,,,Тотем Духа Земли | 6 stars | 130,15375012,7771347,0,
,,,,,,,,,Тотем Духа Света | 6 stars | 130,0,0,0,

Врата Природы (Позиция 4),Победа,+35,Бальдр (130-974145),,,,,,AKATUKI (130-964229),Снижение входящего урона (26%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,,,,Нанесённый урон,Полученный урон,Исцеление,
,,,Ангус | 6 stars | 120 | 210338,13468749,18016437,0,,,Эдем | 6 stars | 130 | 211135,28131163,15405533,0,
,,,Эдем | 6 stars | 120 | 196443,11940562,14871023,0,,,Сильва | 6 stars | 130 | 192350,12066674,12942563,0,
,,,Сильва | 6 stars | 120 | 188057,10336029,5804100,0,,,Ангус | 6 stars | 130 | 204827,7276521,18839545,0,
,,,Вердок и Фито | 6 stars | 120 | 198538,4311409,5921323,0,,,Авалон | 6 stars | 130 | 196761,6562760,15542032,0,
,,,Авалон | 6 stars | 118 | 180769,3625465,2609969,0,,,Вердок и Фито | 5 stars | 130 | 159156,4875899,14476810,0,
,,,Тотем Духа Земли | 6 stars | 130,44409095,31695721,38725654,,,Тотем Духа Земли | 6 stars | 130,9514146,31271757,0,

Цитадель (Позиция 6),Победа,+35,G_G (130-1112434),,,,,,The Suicide Kid (130-1157759),,,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Амира | Красный +2 | 6 stars | 130 | 195421,2027937,1174632,0,Аксель | 9804,,Лирия | Красный +2 | 6 stars | 130 | 182486,959300,1279585,188405,Оливер | 11064
,,,Хайди | Красный +2 | 6 stars | 130 | 201974,649514,85120,0,Альбус | 10910,,Исмаил | Красный +2 | 6 stars | 130 | 197043,767680,425721,0,Мара | 11064
,,,Эйден | Красный +2 | 6 stars | 130 | 179810,479959,1174632,249385,Хорус | 9467,,Лара Крофт | Красный +2 | 4 stars | 130 | 190617,350496,566642,0,Векс | 8518
,,,Полярис | Красный +2 | 6 stars | 130 | 162319,6147,0,0,Бисквит | 4773,,Данте | Красный +2 | 6 stars | 130 | 206282,206344,449732,0,Каин | 11064
,,,Небула | Красный +2 | 6 stars | 130 | 199751,0,0,55375,Каин | 8518,,Себастьян | Красный +2 | 6 stars | 130 | 199388,65444,607737,0,Фенрис | 11064
,,,Хорус | Фиолетовый +3 | 6 stars | 130 | 173159,165860,0,0,,,Хорус | Фиолетовый +3 | 6 stars | 130 | 181943,85120,0,0,

Цитадель (Позиция 4),Победа,+35,РомаРио (130-932100),,,,,,GAPUU (130-1122871),,,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Орион | Красный +2 | 6 stars | 130 | 191982,1345001,96540,96540,Аксель | 9468,,К'арх | Красный +2 | 6 stars | 130 | 193762,1242221,690761,167975,Мара | 11064
,,,Гелиос | Красный +2 | 6 stars | 130 | 161146,768479,0,0,Мерлин | 6676,,Себастьян | Красный +2 | 6 stars | 130 | 178076,772180,669999,0,
,,,Хайди | Красный +2 | 6 stars | 130 | 190739,591133,26207,26207,Альбус | 11064,,Гелиос | Красный +2 | 6 stars | 130 | 195284,344288,810810,0,
,,,Электра фон Грейв | Красный +1 | 6 stars | 130 | 110653,492210,1995585,290080,Оливер | 6877,,Астарот | Красный +2 | 6 stars | 130 | 183226,70401,1046755,108344,Бисквит | 11064
,,,Дориан | Красный +1 | 6 stars | 130 | 95637,63297,329686,81345,,,Небула | Красный +2 | 6 stars | 130 | 190580,0,517958,155636,Каин | 11064
,,,Альбус | Фиолетовый +3 | 6 stars | 130 | 181943,495091,0,0,,,Аксель | Фиолетовый +3 | 6 stars | 130 | 181943,0,0,0,

Цитадель (Позиция 7),Победа,+35,G_G (130-1089481),,,,,,Tron (130-1154676),,,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Себастьян | Красный +2 | 6 stars | 130 | 199264,3400557,190520,0,Альбус | 10910,,Галахад | Красный +2 | 6 stars | 130 | 207714,731257,2749030,617125,Оливер | 11064
,,,Исмаил | Красный +2 | 6 stars | 130 | 198009,3128124,589615,1429543,Фенрис | 8529,,Себастьян | Красный +2 | 6 stars | 130 | 199936,484849,691814,124740,Альбус | 11064
,,,Лара Крофт | Красный +2 | 5 stars | 130 | 200607,1279458,267008,212158,Векс | 4773,,Эйден | Красный +2 | 6 stars | 130 | 184318,470791,2749030,433030,Хорус | 11064
,,,Лирия | Красный +2 | 6 stars | 130 | 175395,138935,955539,29314,Оливер | 6484,,Лирия | Красный +2 | 6 stars | 130 | 178871,404894,1199437,68952,Фенрис | 11064
,,,Фафнир | Красный +2 | 6 stars | 130 | 157045,0,110772,0,Мара | 4773,,Небула | Красный +2 | 6 stars | 130 | 201894,21663,557763,25053,Каин | 11064
,,,Аксель | Фиолетовый +3 | 6 stars | 130 | 159161,0,0,0,,,Аксель | Фиолетовый +3 | 6 stars | 130 | 181943,0,0,0,

Цитадель,Укрепление захвачено,+410
Бастион Огня (Позиция 1),Поражение,+34,РомаРио (130-1203941),,,,,,The Suicide Kid (130-970543),Увеличение здоровья (120%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,,,,Нанесённый урон,Полученный урон,Исцеление,
,,,Солярис | 6 stars | 130 | 290576,19693334,13668120,944260,,,Араджи | 6 stars | 130 | 215563,4751937,16368730,0,
,,,Тенебрис | 6 stars | 130 | 243654,18087163,14703317,7903427,,,Молох | 6 stars | 130 | 215651,3740091,26298389,0,
,,,Амон | 6 stars | 130 | 203825,14242843,8689200,0,,,Вулкан | 6 stars | 120 | 164744,3726732,13463628,0,
,,,Ригель | 6 stars | 130 | 248255,6691438,16645936,0,,,Игнис | 6 stars | 130 | 211501,2895305,18419746,0,
,,,Ияри | 6 stars | 130 | 217631,3151419,13681188,3855680,,,Ашерона и Пиро | 6 stars | 115 | 163084,1808666,15658902,0,
,,,Тотем Духа Света | 6 stars | 124,28343198,0,0,,,Тотем Духа Огня | 6 stars | 130,50465030,0,0,

Бастион Огня (Позиция 1),Победа,+1,РомаРио (130-567229),,,,,,The Suicide Kid (130-970543),Увеличение здоровья (120%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,,,,Нанесённый урон,Полученный урон,Исцеление,
,,,Гиперион | 6 stars | 130 | 143706,730718,0,0,,,Игнис | 6 stars | 130 | 211501,2718323,2053401,0,
,,,Нова | 6 stars | 101 | 85144,472213,0,0,,,Молох | 6 stars | 130 | 215651,0,0,0,
,,,Сигурд | 6 stars | 108 | 90954,374213,2718323,0,,,Араджи | 6 stars | 130 | 215563,0,0,0,
,,,Молох | 6 stars | 118 | 100645,367080,0,0,,,Ашерона и Пиро | 6 stars | 115 | 163084,0,0,0,
,,,Ашерона и Пиро | 6 stars | 130 | 146780,109177,0,0,,,Вулкан | 6 stars | 120 | 164744,0,0,0,
,,,Тотем Духа Воды | 6 stars | 94,0,0,0,,,,,,,
,,,Тотем Духа Огня | 1 stars | 72,0,0,0,,,,,,,

Алтарь Жизни (Позиция 1),Победа,+35,Ваван (130-1131096),,,,,,GAPUU (130-1087286),,,,
,,,,Нанесённый урон,Полученный урон,Исцеление,,,,Нанесённый урон,Полученный урон,Исцеление,
,,,Араджи | 6 stars | 130 | 166838,11651816,9583464,2143132,,,Эдем | 6 stars | 130 | 212541,16974968,15405533,0,
,,,Керос | 6 stars | 130 | 179012,11650709,10352464,1873622,,,Сильва | 6 stars | 130 | 228595,11019353,13722563,0,
,,,Брустар | 6 stars | 130 | 258650,9709448,18223290,601844,,,Ангус | 6 stars | 130 | 228670,5282457,19619545,0,
,,,Тенебрис | 6 stars | 130 | 302229,7269927,6239858,5530343,,,Араджи | 6 stars | 130 | 204965,5106107,7440332,0,
,,,Мор | 6 stars | 130 | 224367,5745984,7023875,428073,,,Авалон | 6 stars | 130 | 212515,3281380,16926207,0,
,,,Тотем Духа Тьмы | 6 stars | 130,43567531,3427124,0,,,Тотем Духа Земли | 6 stars | 130,11369427,16218088,2340000,

Алтарь Жизни (Позиция 3),Победа,+35,Ваван (130-1070934),,,,,,Erwin (130-1119801),,,,
,,,,Нанесённый урон,Полученный урон,Исцеление,,,,Нанесённый урон,Полученный урон,Исцеление,
,,,Амон | 6 stars | 130 | 177807,15482280,7873681,0,,,Гиперион | 6 stars | 130 | 199793,14362638,12627117,1568539,
,,,Ригель | 6 stars | 130 | 205978,8678729,15369866,0,,,Керос | 6 stars | 130 | 227173,3675531,12631665,210756,
