Укрепление,Результат,Очки,Атакующий,,,,,,Защищающийся,,,
,,,Себастьян | Красный +2 | 6 stars | 130 | 187813,3357542,104973,0,Альбус | 11064,,Хайди | Красный +2 | 6 stars | 130 | 186740,392282,780777,0,
,,,Кира | Красный +2 | 6 stars | 130 | 194245,3304468,121084,0,Векс | 11064,,Сатори | Красный | 6 stars | 130 | 84302,128868,691408,52162,
,,,Ясмин | Красный +2 | 6 stars | 130 | 155011,1214219,124466,0,Каин | 8724,,Руфус | Красный +2 | 6 stars | 130 | 135214,128513,5290479,2070897,
,,,Айрис | Красный +2 | 6 stars | 130 | 141433,1086703,182331,0,Бисквит | 11064,,Астарот | Красный +2 | 6 stars | 130 | 172359,23938,2059084,106609,
,,,Джу | Красный +2 | 6 stars | 130 | 185755,985782,791281,186426,Фенрис | 9018,,Арахна | Красный +2 | 6 stars | 130 | 163354,8275,983661,0,
,,,Аксель | Фиолетовый +3 | 6 stars | 130 | 181943,0,0,0,,,Альбус | Фиолетовый +3 | 5 stars | 130 | 155003,498954,0,0,

Ратуша (Позиция 4),Победа,+25,juuza (130-893448),,,,,,Лапочка (130-883999),Усиление лечения (70%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Черепашки-ниндзя | Красный +2 | 4 stars | 130 | 150762,470303,79961,125281,Бисквит | 9692,,Марта | Красный +2 | 6 stars | 130 | 150396,520072,1427861,762926,
,,,Фобос | Красный +2 | 6 stars | 130 | 138498,408678,11722,28788,Альбус | 10378,,Джет | Красный | 6 stars | 130 | 78864,181409,230284,0,Аксель | 6055
,,,Электра фон Грейв | Красный +2 | 6 stars | 130 | 143212,399162,1120107,977874,Оливер | 8518,,Небула | Красный +2 | 6 stars | 130 | 162584,165477,274209,280519,
,,,Гелиос | Красный +2 | 6 stars | 130 | 146080,211170,20161,0,Хорус | 6772,,Данте | Красный +2 | 6 stars | 130 | 195576,0,0,0,Каин | 10154
,,,Фафнир | Красный +2 | 6 stars | 130 | 141500,0,7445,0,Мара | 3353,,Фафнир | Красный +1 | 6 stars | 130 | 124646,0,703170,0,Мара | 4123
,,,Альбус | Фиолетовый +3 | 6 stars | 130 | 173396,1146211,0,0,,,Каин | Фиолетовый +3 | 5 stars | 130 | 171933,372438,0,0,

Литейная (Позиция 1),Победа,+35,Team SA two 3 (130-1061036),,,,,,РомаРио (130-940173),Увеличение здоровья (104%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Хайди | Красный +2 | 6 stars | 130 | 166859,3322002,257002,0,Альбус | 11064,,Орион | Красный +2 | 6 stars | 130 | 191982,1615605,1626049,836206,Аксель | 9468
,,,Айзек | Красный +2 | 6 stars | 130 | 173025,2802299,109473,0,Оливер | 11064,,Гелиос | Красный +2 | 6 stars | 130 | 161146,422217,1339565,225723,Мерлин | 6676
,,,Арахна | Красный +2 | 6 stars | 130 | 190714,692600,476835,476835,Мара | 11064,,Хайди | Красный +2 | 6 stars | 130 | 190739,221610,925099,235502,Альбус | 11064
,,,Руфус | Красный +2 | 6 stars | 130 | 177510,354584,1098622,683107,Бисквит | 11064,,Дориан | Красный +1 | 6 stars | 130 | 95605,70485,730399,85506,
,,,Йорген | Красный +2 | 6 stars | 130 | 170985,109191,508786,0,Аксель | 11064,,Астарот | Красный +2 | 6 stars | 130 | 190868,5926,2673569,387246,Оливер | 6877
,,,Аксель | Фиолетовый +3 | 6 stars | 130 | 181943,0,0,0,,,Мерлин | Фиолетовый +1 | 6 stars | 130 | 109833,128880,0,0,

Литейная,Укрепление захвачено,+235
Бастион Льда (Позиция 2),Победа,+14,CFJSJH2-1-2 (130-774562),,,,,,Rom (130-910931),Ускорение набора энергии (42%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,,,,Нанесённый урон,Полученный урон,Исцеление,
,,,Тенебрис | 6 stars | 130 | 179788,7917998,2939054,2915074,,,Гиперион | 6 stars | 130 | 208555,11420572,9735451,1959369,
,,,Брустар | 6 stars | 130 | 107450,4050382,6315786,198631,,,Сигурд | 6 stars | 130 | 200099,2641971,11156514,0,
,,,Авалон | 6 stars | 130 | 210474,3193096,1002412,239482,,,Нова | 6 stars | 130 | 190528,0,0,0,
,,,Мор | 6 stars | 130 | 133930,2969521,1469527,230962,,,Араджи | 6 stars | 130 | 166767,0,0,0,
,,,Вердок и Фито | 5 stars | 130 | 142920,1295250,2335764,225522,,,Маири | 6 stars | 102 | 144982,0,0,0,
,,,Тотем Духа Земли | 6 stars | 113,0,0,0,,,,,,,
,,,Тотем Духа Тьмы | 6 stars | 34,1465718,0,0,,,,,,,

Башня Алхимии (Позиция 4),Победа,+35,Team 4919185 (130-1153099),,,,,,Бальдр (130-963355),Увеличение брони (68%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Джу | Красный +2 | 6 stars | 130 | 200006,3274128,1124247,203431,Фенрис | 11064,,Орион | Красный +2 | 6 stars | 130 | 174310,917892,453216,0,Мара | 4487
,,,Себастьян | Красный +2 | 6 stars | 130 | 171812,3164381,336149,0,Альбус | 11064,,Каскад | Красный +2 | 6 stars | 130 | 151797,792389,327695,0,Мерлин | 4773
,,,Арахна | Красный +2 | 6 stars | 130 | 199460,912829,693948,480198,Мара | 11064,,Электра фон Грейв | Красный +2 | 6 stars | 130 | 147350,682994,4687528,1400429,Бисквит | 3729
,,,Астарот | Красный +2 | 6 stars | 130 | 200873,388445,567120,0,Оливер | 11064,,Лирия | Красный +2 | 6 stars | 130 | 171664,289659,1231818,89769,Фенрис | 6894
,,,Марта | Красный +2 | 6 stars | 130 | 199005,118538,299203,2309111,Аксель | 11064,,Гус | Красный +2 | 6 stars | 130 | 136291,0,820331,713890,Хорус | 4123
,,,Аксель | Фиолетовый +3 | 6 stars | 130 | 181943,0,0,0,,,Аксель | Фиолетовый +3 | 6 stars | 130 | 181943,0,0,0,

Башня Алхимии (Позиция 5),Победа,+35,Team 4919185 (130-1103057),,,,,,viktori (130-930349),Увеличение брони (68%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Тесак | Красный +2 | 6 stars | 130 | 207191,825317,1268906,600841,Фенрис | 11064,,Орион | Красный +2 | 6 stars | 130 | 175132,1909463,326738,0,Мерлин | 6484
,,,Йорген | Красный +2 | 6 stars | 130 | 165111,364805,571779,158235,Аксель | 11064,,Август | Красный +2 | 6 stars | 130 | 170425,988338,511845,0,Альбус | 6894
,,,Лирия | Красный +2 | 6 stars | 130 | 185471,285726,675940,106523,Оливер | 11064,,Данте | Красный +2 | 6 stars | 130 | 191163,183993,350992,0,Каин | 6960
,,,Безликий | Красный +2 | 6 stars | 130 | 169263,284206,331059,0,Мара | 11064,,Селеста | Красный +2 | 6 stars | 130 | 109902,92872,283890,13873,Аксель | 7804
,,,Небула | Красный +2 | 6 stars | 130 | 194078,250023,388635,168770,Каин | 5683,,Себастьян | Красный +2 | 6 stars | 130 | 155599,23535,498494,27576,Оливер | 6894
,,,Аксель | Фиолетовый +3 | 6 stars | 130 | 181943,0,0,0,,,Аксель | Фиолетовый +2 | 6 stars | 130 | 128128,0,0,0,

Башня Алхимии (Позиция 3),Поражение,+17,Team 4919185 (130-1086246),,,,,,Rom (130-928718),Увеличение брони (68%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Айрис | Красный +2 | 6 stars | 130 | 164137,717867,422575,0,Альбус | 11064,,Орион | Красный +2 | 6 stars | 130 | 179594,985183,140095,0,Хорус | 9428
,,,Галахад | Красный +2 | 6 stars | 130 | 206500,636468,1413857,284033,Фенрис | 11064,,Гелиос | Красный +2 | 6 stars | 130 | 126090,896047,213961,0,
,,,К'арх | Красный +2 | 6 stars | 130 | 206008,178485,448389,0,Мара | 11064,,Август | Красный +2 | 6 stars | 130 | 150665,857361,206636,0,Альбус | 6676
,,,Айзек | Красный +2 | 6 stars | 130 | 162027,26364,412687,0,Аксель | 11064,,Криста | Красный +2 | 6 stars | 130 | 187594,275640,942845,0,Мерлин | 6484
,,,Джет | Красный +2 | 6 stars | 130 | 165631,24287,578462,63233,Оливер | 11064,,Каскад | Красный | 6 stars | 130 | 111830,261739,79934,0,
,,,Аксель | Фиолетовый +3 | 6 stars | 130 | 181943,0,0,0,,,Хорус | Фиолетовый +3 | 6 stars | 130 | 172945,0,0,0,

Храм Луны (Позиция 4),Поражение,+13,Team 4919185 (130-881720),,,,,,Бесенок Ната (130-1090434),Увеличение здоровья (91%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,,,,Нанесённый урон,Полученный урон,Исцеление,
,,,Эдем | 6 stars | 130 | 172449,21949298,11516369,0,,,Брустар | 6 stars | 130 | 197269,21862544,27805576,2193953,
,,,Араджи | 6 stars | 130 | 185902,9836775,7601756,0,,,Солярис | 6 stars | 130 | 268096,5119485,5616620,1176161,
,,,Нова | 6 stars | 130 | 163131,7773012,7087029,0,,,Мор | 6 stars | 130 | 156830,3280473,4743248,155209,
,,,Тенебрис | 6 stars | 130 | 193714,6959129,8234948,407583,,,Тенебрис | 6 stars | 130 | 273680,2780190,5136266,216237,
,,,Сигурд | 6 stars | 130 | 166524,2400116,10822523,0,,,Ияри | 6 stars | 130 | 194559,2488711,5616620,193566,
,,,,,,,,,Тотем Духа Тьмы | 2 stars | 130,9731222,0,0,
,,,,,,,,,Тотем Духа Света | 4 stars | 127,0,0,0,

Храм Луны (Позиция 4),Поражение,+2,Team 4919185 (130-704003),,,,,,Бесенок Ната (130-1090434),Увеличение здоровья (91%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,,,,Нанесённый урон,Полученный урон,Исцеление,
,,,Гиперион | 6 stars | 130 | 162823,8908636,10637632,1319798,,,Брустар | 6 stars | 130 | 197269,15520471,8903144,3006545,
,,,Солярис | 6 stars | 104 | 120956,8510121,9406035,1393641,,,Тенебрис | 6 stars | 130 | 273680,14312486,3352682,3257223,
,,,Ангус | 6 stars | 130 | 155632,2961359,13783469,0,,,Солярис | 6 stars | 130 | 268096,8571800,3375955,4401273,
,,,Маири | 6 stars | 123 | 119139,1264030,8105161,0,,,Мор | 6 stars | 130 | 156830,4214446,3236719,366499,
,,,Молох | 6 stars | 130 | 145453,1175418,10641723,0,,,Ияри | 6 stars | 130 | 194559,2060516,3951064,4678315,
,,,,,,,,,Тотем Духа Тьмы | 2 stars | 130,7894301,0,0,
,,,,,,,,,Тотем Духа Света | 4 stars | 127,0,0,0,

Цитадель (Позиция 1),Победа,+35,Tron (130-1155222),,,,,,ZOV (130-1109541),,,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Хайди | Красный +2 | 6 stars | 130 | 202116,1998566,53899,127541,Альбус | 11064,,Айзек | Красный +2 | 6 stars | 130 | 185160,436818,413352,0,Мара | 5766
,,,Айзек | Красный +2 | 6 stars | 130 | 194427,575783,328440,111594,Оливер | 11064,,Черепашки-ниндзя | Красный +2 | 6 stars | 130 | 184776,423923,560508,91350,
,,,Руфус | Красный +2 | 6 stars | 130 | 195971,303364,949229,240817,Аксель | 11064,,Селеста | Красный +2 | 6 stars | 130 | 173170,379629,625283,769018,
,,,Лирия | Красный +2 | 6 stars | 130 | 178871,227233,539179,27801,Фенрис | 11064,,Гелиос | Красный +2 | 6 stars | 130 | 200781,173163,795195,14360,Аксель | 8518
,,,Небула | Красный +2 | 6 stars | 130 | 201894,70079,40653,48265,Каин | 11064,,Астарот | Красный +2 | 6 stars | 130 | 193721,102385,1700014,116551,Бисквит | 8518
,,,Альбус | Фиолетовый +3 | 6 stars | 130 | 181943,919327,0,0,,,Хорус | Фиолетовый +3 | 5 stars | 130 | 171933,395482,0,0,

Ратуша (Позиция 5),Победа,+35,Tron (130-1176957),,,,,,Орел (130-887328),Усиление лечения (70%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Джу | Красный +2 | 6 stars | 130 | 197809,1117789,996457,196522,Векс | 11064,,Орион | Красный +2 | 6 stars | 130 | 161546,1663570,417149,0,Мерлин | 5067
,,,Галахад | Красный +2 | 6 stars | 130 | 207963,470490,768716,207336,Фенрис | 11064,,Данте | Красный +2 | 6 stars | 130 | 172668,1098923,322809,0,Фенрис | 4576
,,,Полярис | Красный +2 | 6 stars | 130 | 187100,327411,369840,0,Бисквит | 11064,,Август | Красный +2 | 6 stars | 130 | 151327,275223,419681,0,Хорус | 7716
,,,Себастьян | Красный +2 | 6 stars | 130 | 199936,51196,585297,0,Альбус | 11064,,Небула | Красный +2 | 6 stars | 130 | 165706,31433,536962,134643,Каин | 5076
,,,Марта | Красный +2 | 6 stars | 130 | 202206,2813,541177,677796,Оливер | 11064,,Марта | Красный +1 | 6 stars | 130 | 104376,635,456460,32662,Аксель | 6842
,,,Альбус | Фиолетовый +3 | 6 stars | 130 | 181943,253225,0,0,,,Хорус | Фиолетовый +2 | 5 stars | 130 | 131705,121840,0,0,

Ратуша,Укрепление захвачено,+235
Башня Алхимии (Позиция 3),Поражение,+9,Tron (130-1054337),,,,,,Rom (130-928718),Увеличение брони (68%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Эйден | Красный +2 | 6 stars | 130 | 184567,208900,1915840,147403,Альбус | 11064,,Орион | Красный +2 | 6 stars | 130 | 179594,2470972,38096,0,Хорус | 9428
,,,Исмаил | Красный +2 | 6 stars | 130 | 165382,23718,377080,8894,Мара | 5793,,Август | Красный +2 | 6 stars | 130 | 150665,1187463,279654,0,Альбус | 6676
,,,Данте | Красный +2 | 6 stars | 130 | 197320,18877,433852,0,Фенрис | 11064,,Каскад | Красный | 6 stars | 130 | 111830,725887,86208,0,
,,,Фолио | Красный +2 | 6 stars | 130 | 137623,7743,749856,0,Аксель | 11064,,Криста | Красный +2 | 6 stars | 130 | 187594,691544,135815,0,Мерлин | 6484
,,,Астарот | Красный +2 | 6 stars | 130 | 187502,5618,2118901,274723,Оливер | 11064,,Гелиос | Красный +2 | 6 stars | 130 | 126090,519663,0,0,
,,,Альбус | Фиолетовый +3 | 6 stars | 130 | 181943,274917,0,0,,,Хорус | Фиолетовый +3 | 6 stars | 130 | 172945,0,0,0,

Стрельбище (Позиция 5),Победа,+26,Xzypher (130-1159176),,,,,,Виларт (130-991514),Снижение входящего урона (15%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Орион | Красный +2 | 6 stars | 130 | 201798,1945071,208788,0,Аксель | 10154,,К'арх | Красный +2 | 6 stars | 130 | 204998,1043794,612367,35973,Векс | 9498
,,,Данте | Красный +2 | 6 stars | 130 | 195463,438005,361396,0,Каин | 4503,,Лара Крофт | Красный +2 | 5 stars | 130 | 168744,797797,252423,28353,
,,,Ясмин | Красный +2 | 6 stars | 130 | 198437,329455,180426,0,Фенрис | 9504,,Астарот | Красный +2 | 6 stars | 130 | 182842,10335,571828,31264,Аксель | 11064
,,,Корвус | Красный +2 | 6 stars | 130 | 198926,181454,580270,0,Оливер | 11064,,Марта | Красный +2 | 6 stars | 130 | 133642,4551,972601,621062,
,,,Селеста | Красный +2 | 6 stars | 130 | 182609,78449,525597,215522,,,Фафнир | Красный +2 | 6 stars | 130 | 119345,0,563215,0,
,,,Оливер | Фиолетовый +3 | 6 stars | 130 | 181943,0,0,289646,,,Аксель | Фиолетовый +3 | 6 stars | 130 | 181943,0,0,0,

Башня Алхимии (Позиция 3),Победа,+9,Xzypher (130-1093886),,,,,,Rom (130-928718),Увеличение брони (68%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,К'арх | Красный +2 | 6 stars | 130 | 192881,337000,319432,53877,Фенрис | 9504,,Орион | Красный +2 | 6 stars | 130 | 179594,1141175,219727,0,Хорус | 9428
,,,Кира | Красный +2 | 6 stars | 130 | 170231,133038,142224,0,Альбус | 9504,,Каскад | Красный | 6 stars | 130 | 111830,250320,90173,0,
,,,Арахна | Красный +2 | 6 stars | 130 | 197073,29112,341217,21864,Аксель | 10154,,Гелиос | Красный +2 | 6 stars | 130 | 126090,191433,207425,0,
,,,Галахад | Красный +2 | 6 stars | 130 | 184264,15081,545783,3386,Оливер | 11064,,Август | Красный +2 | 6 stars | 130 | 150665,0,0,0,Альбус | 6676
,,,Марта | Красный +2 | 6 stars | 130 | 167494,3094,264344,112560,,,Криста | Красный +2 | 6 stars | 130 | 187594,0,0,0,Мерлин | 6484
,,,Оливер | Фиолетовый +3 | 6 stars | 130 | 181943,0,0,22348,,,Хорус | Фиолетовый +3 | 6 stars | 130 | 172945,30072,0,0,

Башня Алхимии,Укрепление захвачено,+235
Инженериум (Позиция 4),Поражение,+3,Xzypher (130-864243),,,,,,Santa (130-786255),Ускорение набора энергии (16%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Айрис | Красный +2 | 6 stars | 130 | 168711,635023,819807,88512,Оливер | 11064,,Кира | Красный +2 | 6 stars | 130 | 173070,2080724,505376,72558,
,,,Йорген | Оранжевый +4 | 6 stars | 130 | 115374,378023,1185747,0,,,Судья | Красный | 6 stars | 130 | 89310,584758,207689,35690,
,,,Джинджер | Оранжевый +3 | 6 stars | 130 | 119970,225707,393822,0,Фенрис | 9504,,Арахна | Красный +2 | 6 stars | 130 | 159490,252991,375694,189778,
,,,Моджо | Оранжевый +3 | 6 stars | 130 | 106766,202443,268277,0,,,Селеста | Красный +2 | 6 stars | 130 | 145372,197944,211148,691926,
,,,Тея | Красный +2 | 6 stars | 130 | 171479,74402,845837,601126,Аксель | 10154,,Марта | Оранжевый +1 | 6 stars | 130 | 47080,8040,215691,280834,
,,,Оливер | Фиолетовый +3 | 6 stars | 130 | 181943,0,0,371488,,,Альбус | Фиолетовый +3 | 5 stars | 130 | 171933,389033,0,0,

Стрельбище (Позиция 4),Поражение,+28,TarzanAdy (130-1034037),,,,,,FEDOR (130-1100632),Снижение входящего урона (15%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Хайди | Красный +2 | 6 stars | 130 | 201549,1255313,419729,30875,Альбус | 11064,,Орион | Красный +2 | 6 stars | 130 | 201063,1720567,415229,356543,Аксель | 11064
,,,Аврора | Красный +2 | 6 stars | 130 | 208470,776550,1025232,0,Каин | 11064,,Данте | Красный +2 | 6 stars | 130 | 199959,909281,404199,0,Каин | 11064
,,,Амира | Красный +2 | 6 stars | 130 | 177148,756726,754236,365645,Аксель | 11064,,Август | Красный +2 | 6 stars | 130 | 182418,332852,866212,285407,Хорус | 11064
,,,Дориан | Красный | 6 stars | 130 | 75277,0,224088,0,Мерлин | 10168,,Дориан | Красный +2 | 6 stars | 130 | 150369,6056,584638,6267,
,,,Небула | Красный +2 | 6 stars | 130 | 189650,0,545471,0,,,Небула | Красный +2 | 6 stars | 130 | 184880,0,518311,0,
,,,Аксель | Фиолетовый +3 | 6 stars | 130 | 181943,0,0,0,,,Хорус | Фиолетовый +3 | 6 stars | 130 | 181943,0,0,0,

Стрельбище (Позиция 4),Победа,+7,TarzanAdy (130-956614),,,,,,FEDOR (130-1100632),Снижение входящего урона (15%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Август | Красный +2 | 6 stars | 130 | 165562,254987,294858,0,Альбус | 11064,,Орион | Красный +2 | 6 stars | 130 | 201063,848507,429417,0,Аксель | 11064
,,,Орион | Красный +2 | 6 stars | 130 | 193385,202582,435512,0,Мара | 11064,,Данте | Красный +2 | 6 stars | 130 | 199959,844520,29653,0,Каин | 11064
,,,Арахна | Красный +1 | 6 stars | 130 | 118884,1501,180482,1200,Аксель | 11064,,Небула | Красный +2 | 6 stars | 130 | 184880,0,0,0,
,,,Тесак | Красный | 6 stars | 130 | 146942,0,394914,0,Оливер | 11064,,Август | Красный +2 | 6 stars | 130 | 182418,0,0,0,Хорус | 11064
,,,Эйден | Красный +2 | 6 stars | 130 | 149898,0,394914,18570,Хорус | 11064,,Дориан | Красный +2 | 6 stars | 130 | 150369,0,0,0,
,,,Аксель | Фиолетовый +3 | 6 stars | 130 | 181943,0,0,0,,,Хорус | Фиолетовый +3 | 6 stars | 130 | 181943,7653,0,0,

Стрельбище,Укрепление захвачено,+235
Бастион Огня (Позиция 4),Победа,+5,GAPUU (130-1318180),,,,,,ZOV (130-1118782),Увеличение здоровья (112%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,,,,Нанесённый урон,Полученный урон,Исцеление,
,,,Гиперион | 6 stars | 130 | 212514,8550375,2733701,1959369,,,Араджи | 6 stars | 130 | 194555,13033295,7530192,0,
,,,Солярис | 6 stars | 130 | 300816,2210657,3056748,4217615,,,Солярис | 6 stars | 130 | 311187,12943205,1582315,2514760,
,,,Ияри | 6 stars | 130 | 241261,1695588,2733701,0,,,Игнис | 6 stars | 130 | 158258,2636348,1036967,0,
,,,Брустар | 6 stars | 130 | 259900,1486452,20708575,0,,,Ияри | 6 stars | 130 | 249319,2108281,7348143,1679522,
,,,Тенебрис | 6 stars | 130 | 303689,1360795,1488404,3439916,,,Молох | 6 stars | 130 | 205463,0,0,0,
,,,Тотем Духа Тьмы | 6 stars | 130,2193750,0,1560000,,,Тотем Духа Света | 6 stars | 125,0,0,0,
,,,Тотем Духа Света | 6 stars | 130,0,0,0,,,,,,,

Бастион Огня,Укрепление захвачено,+200
Инженериум (Позиция 1),Победа,+35,GAPUU (130-1166905),,,,,,G_G (130-1093525),Ускорение набора энергии (16%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Корвус | Красный +2 | 6 stars | 130 | 200748,1578052,534227,0,Альбус | 11064,,Хайди | Красный +2 | 6 stars | 130 | 189310,1584658,1103868,710489,
,,,Ясмин | Красный +2 | 6 stars | 130 | 201614,1177060,242195,0,Фенрис | 11064,,Амира | Красный +2 | 6 stars | 130 | 195421,201661,432060,0,Аксель | 9804
,,,К'арх | Красный +2 | 6 stars | 130 | 193762,1025636,393359,0,Мара | 11064,,Руфус | Красный +2 | 6 stars | 130 | 172612,99970,1616744,213972,Оливер | 6484
,,,Морриган | Красный +2 | 6 stars | 130 | 198258,390479,501134,519503,Оливер | 11064,,Дориан | Красный +2 | 6 stars | 130 | 163272,80864,658629,154129,Мерлин | 4773
,,,Небула | Красный +2 | 6 stars | 130 | 190580,108197,451474,171620,Каин | 11064,,Небула | Красный +2 | 6 stars | 130 | 199751,210,526971,180850,Каин | 8518
,,,Аксель | Фиолетовый +3 | 6 stars | 130 | 181943,0,0,0,,,Хорус | Фиолетовый +3 | 6 stars | 130 | 173159,213874,0,0,

Инженериум (Позиция 2),Поражение,+10,GAPUU (130-1199636),,,,,,Kamul27rus (130-1061312),Ускорение набора энергии (16%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Айрис | Красный +2 | 6 stars | 130 | 213732,963173,570455,0,Бисквит | 11064,,Лара Крофт | Красный +2 | 6 stars | 130 | 197906,1450546,250735,687234,Фенрис | 6484
,,,Лара Крофт | Красный +2 | 6 stars | 130 | 217256,693660,639192,0,Фенрис | 11064,,Себастьян | Красный +2 | 6 stars | 130 | 194598,1381624,260668,0,Альбус | 10154
,,,Джу | Красный +2 | 6 stars | 130 | 188447,290003,847570,0,Альбус | 11064,,Лирия | Красный +2 | 6 stars | 130 | 177254,671086,1320859,313182,Оливер | 6894
,,,Селеста | Красный +2 | 6 stars | 130 | 202146,264076,434421,16524,Мерлин | 11064,,Тея | Красный +2 | 6 stars | 130 | 178371,38949,235959,89162,Мерлин | 8108
,,,Муши и Шрум | Красный +2 | 6 stars | 130 | 196112,2029,1108856,0,Оливер | 11064,,Небула | Красный +2 | 6 stars | 130 | 193963,0,86431,0,Каин | 8108
,,,Аксель | Фиолетовый +3 | 6 stars | 130 | 181943,0,0,0,,,Оливер | Фиолетовый +2 | 5 stars | 130 | 119220,0,0,15022,

Инженериум (Позиция 5),Поражение,+9,GAPUU (130-1143537),,,,,,Бальдр (130-1114338),Ускорение набора энергии (16%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Орион | Красный +2 | 6 stars | 130 | 196295,885926,504563,0,Мара | 11064,,Джу | Красный +2 | 6 stars | 130 | 193569,2087337,890454,409600,Векс | 11064
,,,Гелиос | Красный +2 | 6 stars | 130 | 207841,730981,702466,0,Мерлин | 11064,,Себастьян | Красный +2 | 6 stars | 130 | 199936,1283914,304258,0,Альбус | 11064
,,,Аврора | Красный +2 | 6 stars | 130 | 206460,187592,1135590,0,Каин | 11064,,Небула | Красный +2 | 6 stars | 130 | 186562,51870,419364,97007,Каин | 8518
,,,Амира | Красный +2 | 6 stars | 130 | 189967,12270,524167,0,Оливер | 11064,,Марта | Красный +2 | 6 stars | 130 | 184160,16633,270111,315749,Аксель | 11064
,,,Дориан | Красный +2 | 6 stars | 130 | 161031,6542,512092,0,Аксель | 11064,,Айзек | Красный +2 | 6 stars | 130 | 168168,0,0,0,Оливер | 6894
,,,Аксель | Фиолетовый +3 | 6 stars | 130 | 181943,0,0,0,,,Альбус | Фиолетовый +3 | 6 stars | 130 | 181943,0,0,0,

Инженериум (Позиция 4),Победа,+32,CFJSJH2-1-2 (130-1018839),,,,,,Santa (130-786255),Ускорение набора энергии (16%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Айзек | Красный +2 | 6 stars | 130 | 172836,1045197,433798,0,Оливер | 11064,,Кира | Красный +2 | 6 stars | 130 | 173070,1505447,610252,72558,
,,,Небула | Красный +2 | 6 stars | 130 | 203632,344949,124753,394993,Каин | 11064,,Арахна | Красный +2 | 6 stars | 130 | 159490,244995,680719,195991,
,,,Тея | Красный +2 | 6 stars | 130 | 173911,317798,506300,1530512,Мерлин | 11064,,Судья | Красный | 6 stars | 130 | 89310,192692,270334,30866,
,,,Йорген | Красный +2 | 6 stars | 130 | 149164,209741,848883,0,Аксель | 11064,,Селеста | Красный +2 | 6 stars | 130 | 145372,47193,432916,419977,
,,,Фафнир | Красный +2 | 6 stars | 130 | 137353,0,674742,0,Мара | 11064,,Марта | Оранжевый +1 | 6 stars | 130 | 47080,657,320295,51874,
,,,Хорус | Фиолетовый +3 | 6 stars | 130 | 181943,396831,0,0,,,Альбус | Фиолетовый +3 | 5 stars | 130 | 171933,597492,0,0,

Инженериум (Позиция 5),Поражение,+8,CFJSJH2-1-2 (130-1128039),,,,,,Бальдр (130-1114338),Ускорение набора энергии (16%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Айрис | Красный +2 | 6 stars | 130 | 194548,395896,457690,0,Бисквит | 11064,,Себастьян | Красный +2 | 6 stars | 130 | 199936,1516321,143577,0,Альбус | 11064
